"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"11","AAPL",2013,4,"Information Technology",7,"AAPL_quarterly_financial_data.xls","apple","apple inc","apple inc",891989000,6243923000,7,2.25184e+11,8.0347e+10,9.55e+10,5.3769e+10,1.29684e+11,0,0,6.127e+09,1.6961e+10,5.7594e+10,1.3072e+10,1.3072e+10,14.59,14.5,3.05,2.267e+10,-1.5103e+10,-7.749e+09,-1.82e+08,1.4077e+10,2.044e+09,74.97,82.16,67.77,0.2893,0.1792,20.77,3.82,13.24,2.47,0.2896,0.1308,0.5759,0.2128,0.84,3.3,1.4943,2.18,0.00886221349606508,0,0.0281,0.00886221349606508,0.0281,-0.0533221761606803,0.0103605666461802,-0.00149835315011512,2015,12,0.75,0.11,0.13,0.11,0.14,0.11,1,0,1
"12","AAPL",2014,4,"Information Technology",7,"AAPL_quarterly_financial_data.xls","apple","apple inc","apple inc",5824748000,5824748000,1,2.61894e+11,8.3403e+10,1.38566e+11,7.3611e+10,1.23328e+11,0,0,8.999e+09,3.2504e+10,7.4599e+10,1.8024e+10,1.8024e+10,3.08,3.06,0.47,3.3722e+10,-2.1165e+10,-6.923e+09,5.634e+09,1.9478e+10,3.265e+09,107.47,119.75,95.18,0.3736,0.1928,21.17,5.65,16.71,4.33,0.2473,0.2636,0.4709,0.2225,0.87,5.23,1.133,2.54,-0.0746060911429726,0,-6e-04,-0.0746060911429726,-6e-04,1.99369967272456,-0.0734098713393379,-0.00119621980363473,2016,14,0.74,0.1,0.15,0.12,0.11,0.11,1,0,1
"13","ABBV",2012,5,"Health Care",5,"ABBV_quarterly_financial_data.xls","abbvie","abbvie inc","abbvie inc",1577334090,1577334090,1,2.7008e+10,1.5354e+10,2.3645e+10,6.776e+09,3.363e+09,0,0,8.453e+09,1.463e+10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5.901e+09,0,35.92,38.52,33.33,NA,NA,2.13,NA,NA,0,NA,4.3503,0.1245,NA,NA,NA,2.2659,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,254,0.28,0.22,0.13,0.07,0.16,0.2,1,0,1
"14","ABBV",2013,5,"Health Care",5,"ABBV_quarterly_financial_data.xls","abbvie","abbvie inc","abbvie inc",1588518764,1588518764,1,2.9198e+10,1.7848e+10,2.4706e+10,6.879e+09,4.492e+09,0,0,8.167e+09,1.4292e+10,5.111e+09,1.128e+09,1.128e+09,0.7,0.7,0.8,1.245e+09,1.23e+08,-7.47e+08,6.2e+08,9.595e+09,1.51e+08,49.55,54.78,44.32,NA,NA,2.83,22.02,NA,2,0.7691,3.1817,0.1538,0.2197,0.67,0.69,2.5946,NA,0.0861682266780393,0,0.0281,0.0861682266780393,0.0281,1.5653780897793,0.042181102355241,0.0439871243227983,2015,175,0.41,0.04,0.03,0.02,0.03,0.14,1,0,1
"15","ABBV",2014,5,"Health Care",5,"ABBV_quarterly_financial_data.xls","abbvie","abbvie inc","abbvie inc",1593886909,1593886909,1,2.7547e+10,1.6088e+10,2.5805e+10,1.14e+10,1.742e+09,0,0,7.375e+09,1.0565e+10,5.452e+09,-8.1e+08,-8.1e+08,-0.51,-0.51,0.42,-5.78e+08,2.514e+09,-8.82e+08,6.29e+08,8.348e+09,1.53e+08,61.41,70.76,52.06,0.4353,0.0624,1.09,21.03,26.7,3.66,1.4899,6.0649,0.0632,0.0889,0.7,-0.46,1.4112,NA,-0.0558670964141833,0,-6e-04,-0.0558670964141833,-6e-04,1.57707234982411,-0.0549208530042889,-0.000946243409894466,2016,125,0.47,0.07,0.04,0.02,0.05,0.14,1,0,1
"16","ABC",2012,6,"Health Care",5,"ABC_quarterly_financial_data.xls","amerisourcebergen","amerisourcebergen corporation","amerisourcebergen corp",230172685,230172685,1,15495532000,11022199000,13158297000,11435737000,2337235000,0,0,3548935000,1396107000,21466314000,168611000,168611000,0.73,0.71,0.21,-241707000,-61379000,-346118000,-649204000,417404000,56543000,41.45,43.91,38.99,0.272,0.0466,10.15,3.97,14.8,2.78,0.1992,0.5973,0.1508,0.009,5.17,-1.3,0.9638,0.76,0.0224833556383944,1e-04,0.0119,0.0223833556383944,0.0118,0.322616956172364,0.0185764755555605,0.0039068800828339,2014,372,0.13,0,0,0,0,0.64,0,0,0
"17","ABC",2013,6,"Health Care",5,"ABC_quarterly_financial_data.xls","amerisourcebergen","amerisourcebergen corporation","amerisourcebergen corp",229201153,229201153,1,19796095000,15228345000,17548293000,15828898000,2247802000,0,0,3501341000,1396776000,29176362000,41385000,41385000,0.18,0.17,0.235,-1003643000,-68203000,188305000,-883541000,347465000,59183000,66.04,70.89,61.19,0.1314,0.0172,9.81,6.55,35.89,3.65,0.6498,0.6214,0.1135,0.0032,5.36,-4.64,0.9621,0.92,-0.00312405154338848,0,0.0281,-0.00312405154338848,0.0281,0.742625084707307,-0.0239918164236638,0.0208677648802753,2015,394,0.14,0,0,0,0,0.14,0,0,0
"18","ABC",2014,6,"Health Care",5,"ABC_quarterly_financial_data.xls","amerisourcebergen","amerisourcebergen corporation","amerisourcebergen corp",219604997,219604997,1,24904916000,20144710000,23136570000,20805033000,1768346000,0,0,3501051000,1995885000,33588602000,-199947000,-199947000,-0.91,-0.91,0.29,896964000,-77156000,-329565000,490243000,2298756000,52557000,83.79,92.56,75.02,0.0179,0.0016,8.05,9.36,72.86,4.64,6.2525,1.1287,0.071,3e-04,5.67,3.85,0.9683,0.9,-0.00982272148231559,0,-6e-04,-0.00982272148231559,-6e-04,0.725509368341039,-0.00938741586131097,-0.000435305621004623,2016,361,0.2,0,0.06,0,0,0.14,0,0,0
"19","ABT",2012,7,"Health Care",5,"ABT_quarterly_financial_data.xls","abbott laboratories","abbott laboratories","abbott laboratories",1570677029,1570677029,1,67234944000,31322583000,40421712000,13280176000,26720961000,92271000,0,24362412000,18085302000,10836936000,1053378000,1053378000,0.66,0.65,0.14,1503140000,-1225437000,2505609000,2805215000,10802163000,386096000,67.55,72.47,62.62,0.2301,0.0936,17.01,3.95,16.44,22.26,0.4409,0.6768,0.3974,0.1495,0.63,0.71,2.3586,0.77,0.00766281855777333,1e-04,0.0119,0.00756281855777333,0.0118,0.376780548141739,0.00311680808970081,0.00454601046807252,2014,242,0.29,0.12,0.08,0.15,0.35,0.19,1,0,1
"20","ABT",2013,7,"Health Care",5,"ABT_quarterly_financial_data.xls","abbott laboratories","abbott laboratories","abbott laboratories",1543070300,1543070300,1,4.2953e+10,1.9247e+10,1.7686e+10,9.507e+09,2.5171e+10,9.6e+07,0,1.5507e+10,3.388e+09,5654942000,589550000,571550000,0.37,0.37,0.22,1625061000,839703000,-1869055000,592709000,3.475e+09,303659000,35.78,38.81,32.75,0.1091,0.0597,16.31,2.33,18.83,57.9,21.717,0.1346,0.586,0.1171,0.51,0.86,2.0245,1.23,0.00365927679869691,0,0.0281,0.00365927679869691,0.0281,1.84355580390044,-0.0481446412909056,0.0518039180896025,2015,218,0.37,0.02,0.01,0.02,0.03,0.14,1,0,1
"21","ABT",2014,7,"Health Care",5,"ABT_quarterly_financial_data.xls","abbott laboratories","abbott laboratories","abbott laboratories",1508977828,1508977828,1,4.1275e+10,1.5261e+10,1.9636e+10,1.0532e+10,2.1526e+10,1.13e+08,0,1.6265e+10,3.408e+09,4.348e+09,9.05e+08,9.01e+08,0.6,0.59,0.22,1.238e+09,-1e+07,-7e+08,4.5e+08,4.063e+09,2.87e+08,42.89,46.5,39.28,0.0995,0.0547,14.27,2.82,33.77,58.78,0.5827,0.1583,0.5215,0.1123,0.49,0.63,1.449,1.66,0.011392999303787,0,-6e-04,0.011392999303787,-6e-04,0.832397643855632,0.0118924378901004,-0.000499438586313379,2016,187,0.38,0.01,0.01,0.01,0.05,0.14,1,0,1
"22","ACIW",2012,8,"Industrials",6,"ACIW_quarterly_financial_data.xls","union pacific","union pacific corporation","union pacific corp",39454453,118363359,3,1250886000,356126000,716529000,266599000,534357000,0,0,629041000,366050000,48500000,49664000,49664000,1.26,1.15,0,3477000,-3072000,-9804000,-11353000,76329000,3072000,13.66,14.63,12.68,0.0959,0.0398,4.51,3.38,62.09,0,0,0.685,0.4272,0.3017,0.13,0,1.3358,1.59,0.013364299981366,1e-04,0.0119,0.013264299981366,0.0118,1.72904165761763,-0.00713839157852199,0.020502691559888,2014,160,0.39,0.2,0.43,0.4,0.02,0.67,0,1,1
"23","ACIW",2013,8,"Industrials",6,"ACIW_quarterly_financial_data.xls","union pacific","union pacific corporation","union pacific corp",38451657,115354971,3,1681851000,436362000,1138157000,345600000,543694000,0,0,906910000,708070000,781128000,50391000,50391000,1.3,1.24,0,51858000,-128152000,3909000,-71452000,95059000,14241000,19.52,21.67,17.37,0.1243,0.0401,4.71,4.74,39.04,0,0,1.3023,0.3233,0.0738,0.54,0.33,1.2626,1.69,0.00725700717865738,0,0.0281,0.00725700717865738,0.0281,0.846682324054431,-0.0165347661272721,0.0237917733059295,2015,121,0.52,0.01,0.03,0.07,0.03,0.18,1,1,1
"24","ACIW",2014,8,"Industrials",6,"ACIW_quarterly_financial_data.xls","union pacific","union pacific corporation","union pacific corp",115879610,115879610,1,1850700000,418268000,1269295000,378816000,581405000,0,0,1042599000,804583000,619405000,46366000,46366000,0.4,0.38,0,77043000,-8918000,-47564000,17230000,77301000,8918000,19.21,20.77,17.65,0.1297,0.039,5.02,4.24,31.84,0,0,1.3839,0.3142,0.0665,0.59,0.59,1.1041,1.7,0.0363492304877848,0,-6e-04,0.0363492304877848,-6e-04,0.743221605521034,0.0367951634510975,-0.00044593296331262,2016,81,0.57,0.05,0.04,0.09,0.01,0.18,1,1,1
"25","ADBE",2012,9,"Information Technology",7,"ADBE_quarterly_financial_data.xls","adobe systems","adobe systems incorporated","adobe systems inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,0.0849867631675266,1e-04,0.0119,0.0848867631675266,0.0118,1.17393076051421,0.0710343801934589,0.0139523829740677,2014,2,0.84,0.83,0.87,0.99,0.92,0.51,1,1,1
"26","ADBE",2013,9,"Information Technology",7,"ADBE_quarterly_financial_data.xls","adobe systems","adobe systems incorporated","adobe systems inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,0.0531584428185046,0,0.0281,0.0531584428185046,0.0281,0.550999847598482,0.0376753471009873,0.0154830957175174,2015,3,0.83,0.13,0.09,0.12,0.09,0.19,1,1,1
"27","ADBE",2014,9,"Information Technology",7,"ADBE_quarterly_financial_data.xls","adobe systems","adobe systems incorporated","adobe systems inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,-0.0133900486730533,0,-6e-04,-0.0133900486730533,-6e-04,1.96526093531432,-0.0122108921118647,-0.00117915656118859,2016,53,0.62,0.06,0.08,0.08,0.03,0.19,1,1,1
"28","ADI",2012,10,"Information Technology",7,"ADI_quarterly_financial_data.xls","analog devices","analog devices inc","analog devices inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,0.0427365089809674,1e-04,0.0119,0.0426365089809674,0.0118,0.932458452966757,0.0316334992359597,0.0111030097450077,2014,50,0.56,0.55,0.48,0.59,0.3,0.86,0,1,1
"29","ADI",2013,10,"Information Technology",7,"ADI_quarterly_financial_data.xls","analog devices","analog devices inc","analog devices inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.0615620790200372,0,0.0281,0.0615620790200372,0.0281,1.31523601875755,0.0246039468929499,0.0369581321270872,2015,124,0.51,0.08,0.08,0.07,0.04,0.13,0,1,1
"30","ADI",2014,10,"Information Technology",7,"ADI_quarterly_financial_data.xls","analog devices","analog devices inc","analog devices inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0.0227012504854689,0,-6e-04,0.0227012504854689,-6e-04,1.54411687971311,0.0236277206132968,-0.000926470127827863,2016,100,0.53,0.09,0.09,0.07,0.05,0.13,0,1,1
"31","ADM",2012,11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co",658592500,658592500,1,4.5136e+10,2.9762e+10,2.6005e+10,1.6993e+10,1.892e+10,2.11e+08,0,5.51e+08,6.456e+09,2.4921e+10,5.1e+08,5.1e+08,0.77,0.77,0.17,1.995e+09,-4.11e+08,-1.105e+09,4.79e+08,1.714e+09,3.63e+08,26.8,29.23,24.38,0.0749,0.0317,28.73,0.97,18.61,6.12,0.3353,0.3412,0.4192,0.0152,2.09,2.48,1.7514,0.27,0.0255144408605249,1e-04,0.0119,0.0254144408605249,0.0118,0.041678458486068,0.0249226350503893,0.000591805810135603,2014,307,0.19,0.06,0.09,0.55,0,0.19,0,1,0
"32","ADM",2013,11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co",658371076,658371076,1,4.3752e+10,2.853e+10,2.3558e+10,1.5658e+10,2.0156e+10,3.8e+07,0,7.59e+08,5.347e+09,2.4143e+10,3.74e+08,3.74e+08,0.57,0.56,0.19,3.57e+08,-4.03e+08,-8.5e+07,-1.31e+08,3.121e+09,2.9e+08,40,43.99,36.01,0.0691,0.0318,30.61,1.35,17.94,6.88,0.373,0.2653,0.4607,0.0149,2.13,0.1,1.8221,0.48,0.0753495835592332,0,0.0281,0.0753495835592332,0.0281,0.664424226349584,0.0566792627988099,0.0186703207604233,2015,253,0.33,0.02,0.01,0.07,0,0.09,1,1,0
"33","ADM",2014,11,"Consumer Staples",2,"ADM_quarterly_financial_data.xls","archer-daniels-midland","archer-daniels-midland company","archer-daniels-midland co",634287854,634287854,1,4.4027e+10,2.6028e+10,2.4397e+10,1.5602e+10,1.9575e+10,5.5e+07,0,1.273e+09,5.558e+09,2.0894e+10,7.01e+08,7.01e+08,1.08,1.08,0.24,5.38e+08,-2.987e+09,-9.91e+08,-3.44e+09,1.099e+09,3.18e+08,47.77,53.91,41.63,0.1124,0.0538,30.86,1.52,16.42,7.84,0.2752,0.2839,0.4446,0.0277,1.94,0.35,1.6682,0.64,-0.0129922556784712,0,-6e-04,-0.0129922556784712,-6e-04,0.823355470888378,-0.0124982423959382,-0.000494013282533027,2016,240,0.32,0.01,0.02,0.06,0,0.09,1,1,0
"34","ADP",2012,12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc",485017174,485017174,1,3.333e+10,27552400000,26934700000,25438500000,6395300000,0,0,3771300000,15800000,2747800000,390900000,390900000,0.81,0.8,0.435,448500000,-2859700000,2680300000,273500000,1390900000,60300000,56.99,59.96,54.02,0.2228,0.0421,13.19,4.4,20.07,17.91,0.5613,0.0025,0.1919,0.1286,0.33,0.8,1.0831,0.77,0.0119175366267203,1e-04,0.0119,0.0118175366267203,0.0118,0.770112066882768,0.00273021423750364,0.00918732238921666,2014,105,0.47,0.47,0.38,0.61,0,1,0,1,0
"35","ADP",2013,12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc",481825525,481825525,1,38321800000,32301100000,32063300000,3.0645e+10,6258500000,0,0,3753100000,12600000,2982800000,3.77e+08,3.77e+08,0.79,0.78,0.48,391700000,-8727900000,8454600000,118100000,1267100000,91300000,76.86,83.82,69.91,0.2246,0.0404,12.99,5.98,26.14,19.69,0.6073,0.002,0.1633,0.1205,0.34,0.62,1.054,0.97,0.0166884372442692,0,0.0281,0.0166884372442692,0.0281,0.634522853152042,-0.00114165492930315,0.0178300921735724,2015,282,0.28,0,0.07,0,0,0.16,0,1,0
"36","ADP",2014,12,"Information Technology",7,"ADP_quarterly_financial_data.xls","automatic data processing","automatic data processing inc","automatic data processing inc",475152112,475152112,1,43503100000,3.9116e+10,38010900000,36770200000,5492200000,0,0,2332700000,10300000,2661300000,331500000,331500000,0.7,0.69,0.49,228900000,-13646900000,13120600000,-324900000,1850800000,84800000,78.52,86.54,70.5,0.2336,0.0404,11.56,6.49,25.58,31.29,3.8886,0.0019,0.1262,0.1237,0.33,0.3,1.0638,0.86,-0.02110014518344,0,-6e-04,-0.02110014518344,-6e-04,0.808633188727693,-0.0206149652702033,-0.000485179913236616,2016,268,0.28,0,0.07,0,0,0.16,0,1,0
"37","ADS",2012,13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp",49874416,49874416,1,12000139000,9132143000,11471652000,5032777000,528487000,0,0,2333927000,2051570000,971844000,83661000,83661000,1.68,1.27,0,272129000,-1482793000,1339190000,127035000,893352000,39115000,142.16,148.41,135.91,NA,0.0411,10.6,14.39,22.07,0,0,3.882,0.044,0.116,0.35,4.67,1.8145,0.65,0.0158052108405863,1e-04,0.0119,0.0157052108405863,0.0118,0.913175761195095,0.00492973685848413,0.0108754739821021,2014,435,0,0,0,0,0,0,0,0,0
"38","ADS",2013,13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp",53172615,53172615,1,13244257000,10400842000,12388496000,4512498000,855761000,0,0,2196107000,2435792000,1141087000,117873000,117873000,2.4,1.78,0,204654000,-1245083000,1232947000,185780000,969822000,43617000,237.01,264.31,209.71,0.721,0.0405,16.09,16.23,34.3,0,0,2.8463,0.0646,0.1149,0.35,3.03,2.3049,1.03,0.0818761668402418,0,0.0281,0.0818761668402418,0.0281,1.10948588934073,0.0506996133497674,0.0311765534904744,2015,311,0.24,0,0.08,0,0,0.16,0,0,0
"39","ADS",2014,13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp",62805266,62805266,1,20263977000,13814776000,17632031000,6305483000,2396380000,235566000,0,5381478000,4001082000,1485749000,76256000,67212000,0.87,0.86,0,376180000,-2874286000,2951383000,442328000,1077152000,44099000,261.75,292.96,230.54,0.3768,0.0325,38.16,14.39,29.78,0,0,1.6696,0.1183,0.0955,0.33,5.29,2.1909,0.93,0.000629349338349831,0,-6e-04,0.000629349338349831,-6e-04,2.87023927169194,0.002351492901365,-0.00172214356301517,2016,343,0.21,0,0.05,0,0,0.16,0,0,0
