"","symbol","section","sub.section","group","category","date","value"
"24","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,1.87121200644641
"25","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,1.84236849132176
"26","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,2.71974728789986
"27","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.34858514557338
"28","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,3.30876035598706
"29","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,3.36212328358209
"30","A","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,4.66952110412299
"31","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,5.09926348148148
"32","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,17.516745254902
"33","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,13.5413341796657
"34","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,6.54263337698413
"35","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,7.9334967752443
"36","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,11.7126200260417
"37","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,18.7904649001406
"38","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,27.9027558655805
"39","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,18.6913703757881
"40","A","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,24.5034827019123
"41","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,-0.341531212814645
"42","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,-0.349736676646707
"43","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,-2.55649338624339
"44","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,-0.309192798483891
"45","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,-1.73307859042553
"46","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,-3.72722844036697
"47","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,13.2405452926209
"48","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,3.74379801264679
"49","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,9.60539896049896
"50","AAL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,13.315418974359
"51","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.030457726542119
"52","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.0258057448410905
"53","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,0.054049597654488
"54","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,0.0255146273822928
"55","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,0.130563468074834
"56","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,0.255218214859963
"57","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,0.895520322672919
"58","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,0.694606509587704
"59","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,0.639330382379293
"60","AAL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,0.605340960693724
"61","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,-0.264720007094714
"62","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,-0.166398931623932
"63","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,-0.305036142676768
"64","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,-0.126801088082902
"65","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,-0.204339150203826
"66","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,-0.803430257086355
"67","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,7.29808457223001
"68","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,6.88435946843854
"69","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,5.33510034642032
"70","AAL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,6.25664265060241
"71","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,-0.519267093974175
"72","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,0.552659161290323
"73","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,0.965575809830782
"74","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,0.899728308823529
"75","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,2.53725957701329
"76","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,10.1115566222222
"77","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,12.4006304422078
"78","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,4.55623633029285
"79","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,3.9375068614347
"80","AAL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,5.38567156998314
"81","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,13.1453975903614
"82","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,13.9960367491166
"83","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,16.4599435443038
"84","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,13.4435888454012
"85","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,13.719004789272
"86","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,20.6497851503759
"87","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,23.6030681073025
"88","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,23.41931578125
"89","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,27.2053527419355
"90","AAP","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,15.519953271028
"91","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.60473430571762
"92","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.695147696286717
"93","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,0.95467672556962
"94","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,0.857317488330632
"95","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,0.854049503626108
"96","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,1.23491693270711
"97","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,1.17447083004876
"98","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,1.13909704775598
"99","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,1.30453760848662
"100","AAP","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,0.786560635801152
"101","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,2.88388017621145
"102","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,2.92315749077491
"103","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,5.25600460792239
"104","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,6.43227893258427
"105","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,4.34019424242424
"106","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,5.45195320099256
"107","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,6.00366137225171
"108","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,4.55020100182149
"109","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,4.35622900309917
"110","AAP","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,2.28004805491991
"111","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,6.49174070981211
"112","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,5.37547782857143
"113","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,8.49318258108108
"114","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,6.38075862846803
"115","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,7.73631703649635
"116","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,14.7147716715596
"117","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,16.3067571946403
"118","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,16.0744752956522
"119","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,24.9138040678643
"120","AAP","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,12.2682519134775
"121","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,8.50931546391753
"122","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,15.6763792307692
"123","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,14.4417425925926
"124","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,9.91564025316456
"125","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,8.6841177496038
"126","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,12.1397434859155
"127","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,16.1339682170543
"128","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,10.9466271149675
"129","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,13.6611470517449
"130","AAPL","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,18.29998165038
"131","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,1.39031333760102
"132","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,3.01568887675096
"133","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,3.095742791445
"134","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,2.37246136133359
"135","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,2.31675258204692
"136","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,2.63130484960506
"137","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,3.48578710405099
"138","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,2.50165944113985
"139","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,2.89550000695607
"140","AAPL","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,3.86149937798058
"141","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,2.43481887905605
"142","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,4.05962011952191
"143","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,4.18713610738255
"144","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,3.3248539049236
"145","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,3.22523737492643
"146","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,3.5180481122449
"147","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,5.04675533462658
"148","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,4.47971158455393
"149","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,4.78802749894559
"150","AAPL","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,6.52508056523422
"151","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,5.43187133597332
"152","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,12.7363058624865
"153","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,10.8588235317021
"154","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,6.84314982821285
"155","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,7.12974502735174
"156","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,8.37991115130623
"157","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,10.6707828058379
"158","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,7.19458735862476
"159","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,9.48563937165775
"160","AAPL","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,13.9184714678449
"161","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",NA,NA
"162","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",NA,NA
"163","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",NA,NA
"164","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",NA,NA
"165","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",NA,NA
"166","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,17.661078125
"167","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,52.5771645454545
"168","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,17.2764188498403
"169","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,16.3554314049587
"170","ABBV","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,28.7990315151515
"171","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",NA,NA
"172","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",NA,NA
"173","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",NA,NA
"174","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",NA,NA
"175","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",NA,NA
"176","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,3.85953301969132
"177","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,4.66503799649299
"178","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,3.87248294619187
"179","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,3.77692574678212
"180","ABBV","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,5.39920601119932
"181","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",NA,NA
"182","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",NA,NA
"183","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",NA,NA
"184","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",NA,NA
"185","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",NA,NA
"186","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,20.0943822222222
"187","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,19.8064660958904
"188","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,17.905692384106
"189","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,14.6232059113301
"190","ABBV","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,22.6278104761905
"191","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",NA,NA
"192","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",NA,NA
"193","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",NA,NA
"194","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",NA,NA
"195","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",NA,NA
"196","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,11.5718247071964
"197","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,26.236731025641
"198","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,11.7479877461181
"199","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,13.7527087481892
"200","ABBV","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,15.2955820092369
"201","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,20.2305909090909
"202","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,13.9581198795181
"203","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,13.8179828828829
"204","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,13.3211858267717
"205","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,14.2528385714286
"206","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,35.8633456521739
"207","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,73.9265379310345
"208","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,-158.423323809524
"209","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,12.1090973101266
"210","ABC","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,55.7698182926829
"211","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.0721285849123807
"212","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.0978352165133779
"213","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,0.113196739534046
"214","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,0.119527749008844
"215","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,0.131355164969711
"216","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,0.176301579826965
"217","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,0.168541797957665
"218","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,0.160028973477884
"219","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,0.117777772352741
"220","ABC","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,0.132585510656637
"221","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,1.7661626984127
"222","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,2.45710275715801
"223","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,2.8803682629108
"224","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,3.08158579234973
"225","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,3.20803440514469
"226","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,6.27864471931494
"227","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,9.58154011173184
"228","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,13.0979913385827
"229","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,8.96129918032787
"230","ABC","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,7.81063210930828
"231","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,6.86934243554952
"232","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,8.95491726658163
"233","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,7.93867413345356
"234","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,8.05338676027397
"235","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,7.85926638773946
"236","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,19.679328248731
"237","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,13.7746918933698
"238","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,5.55047430918367
"239","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2016-12-30,5.44231147577093
"240","ABC","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2017-12-29,13.5004490984043
"241","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2008-12-31,5.49972916666667
"242","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2009-12-31,5.04307940379404
"243","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2010-12-31,5.97999864864865
"244","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2011-12-30,7.45635813953488
"245","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2012-12-31,7.51758655913978
"246","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2013-12-31,21.3981438271605
"247","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2014-12-31,27.9375832214765
"248","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2015-12-31,14.5226558219178
"249","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2016-12-30,39.5547340425532
"250","ABT","Valuation Ratios","Valuation Ratios",86,"Price to Earnings",2017-12-29,209.356618518519
"251","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2008-12-31,0.908863398130588
"252","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2009-12-31,0.940579797334634
"253","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2010-12-31,0.783189881877897
"254","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2011-12-30,1.64288226963143
"255","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2012-12-31,2.33705783853018
"256","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2013-12-31,2.77573887073307
"257","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2014-12-31,3.13944917632242
"258","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2015-12-31,3.12980492183288
"259","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2016-12-30,2.64422818539299
"260","ABT","Valuation Ratios","Valuation Ratios",87,"Price to Sales",2017-12-29,3.60950989277108
"261","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2008-12-31,1.52255146406389
"262","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2009-12-31,1.26333761031908
"263","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2010-12-31,1.22327546648238
"264","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2011-12-30,1.43226790044671
"265","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2012-12-31,1.64987740412979
"266","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2013-12-31,2.26420594382756
"267","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2014-12-31,2.74222654808959
"268","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2015-12-31,2.95719351464435
"269","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2016-12-30,2.63511339475549
"270","ABT","Valuation Ratios","Valuation Ratios",88,"Price to Book",2017-12-29,3.07709782253674
"271","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2008-12-31,3.65426449074074
"272","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2009-12-31,3.97758590584192
"273","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2010-12-31,3.15275166849817
"274","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2011-12-30,3.92075593600892
"275","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2012-12-31,4.78000341679193
"276","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2013-12-31,16.4147710535499
"277","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2014-12-31,17.2964428497959
"278","ABT","Valuation Ratios","Valuation Ratios",89,"Price to Cash Flow",2015-12-31,21.5319182164531
